28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
28 58
90 23
0 0
34 0
